JP title,JP Body text,Url (JP),Url (eng),English Title,English Body
お酒の消費が経済を押し上げる「プレミアムフライデー」,"従業員に早めの退社を即し、酔っぱらいを促し、苦労して稼いだ給料を費やしてもらおうと、政府が行う「プレミアムフライデー」キャンペーンがいよいよ24日に始まった。
国会では、「少しだけ乾杯を！」と安倍首相が全国的なキャンペーン開始の号令をかけた。
すぐにお酒が回ってきた安倍首相は、4時30分ごろには、たった数時間で国家予算の大部分を勢い良く費やした。
日没近くには、安倍首相は支離滅裂な言葉で通話をしたり、よろよろ歩いたりしたことで、消費者にこのキャンペーンの自信を示した。これは心配なく支出を飛躍的に増大するためにも有るべき姿だろう。
「とりあえず、別の１兆円をディズニーエアーに充てられるべきだと思います。」と安倍首相は国会議員に主張した。
「この日本経済に矢を射りまくるぞ！ 」と安倍首相は述べる。
今後は全国的に、合理的な思考が消費者のマインドを混乱させてしまう土曜日の朝までに経済が急進展することが見込まれる。
[
]",https://www.therisingwasabi.com/premium-friday-boosts-economy-jp/,https://www.therisingwasabi.com/premium-friday-boosts-economy-with-expenditures-under-the-influence/,‘Premium Friday’ Boosts Economy With Expenditures Under The Influence,"The Japanese government has launched the inaugural ‘Premium Friday’ campaign this week – an initiative for workers to begin their weekends early so they can get pissed quicker and recklessly spend away their hard earned cash without the restraint of common sense.
Prime Minister Shinzo Abe kicked off the nationwide project with a “few quiet ones” in the National Diet.
Abe was well hammered after a few cups of sake and by 4:30 p.m. had successfully spent a large proportion of the national budget in the space of a couple of hours.
By nightfall, the Prime Minister was exuding extreme consumer confidence slurring his speech and struggling to string a full sentence together – the ideal state for a rapid increase in guilt-free expenditures.
“Ah screw it, earmark another trillion yen for the construction of a Disney Air,” Abe told the members of congress.
“I’m going to arrow the hell out of this economy.”
Confidence is expected to remain high throughout the nation until rational thinking begins clouding the consumer mind Saturday morning.
[
]"
男性が バレンタインデー反対デモに参加、母親が部屋の掃除をする絶好の機会に,"東京・渋谷で12日、バレンタインデーの商業主義に反対するデモが行われたモテない男性の母親は息子が部屋から出て行き、やっと掃除が出来ると喜んだ。
異性に人気のない男達の連帯を呼び掛ける団体「革命的非モテ同盟（革非同、Kakuhido）」は渋谷でデモを主催し「バレンタインデー粉砕！」の横断幕を掲げた。一方、彼らの母親達は息子の部屋に入るチャンスを掴み「大掃除ができた」。
「プレイステーション4の裏に太古の昔からあった汚い下着を見つけました。」と革非同の広報担当（代表代行）の秋元貴之氏（33）の母親が述べた。
ださいメンバーらは「もらったチョコの数で人間の価値を決めるな！」「俺らはださくない」などのシュプレヒコールを叫びながら渋谷を練り歩いた。
「我々の活動は、バレンタインを金儲けの道具にすることや、モテない人々を劣っていると見下す風潮への抗議だ」と秋元氏が言った。
夕方になって異性に人気のない男達の連携を呼び掛ける団体は異性に人気のない女性の連携を呼び掛ける団体とすれ違い、お互いのメンバーに嫌悪感を抱いた。
「あの女の子と言われている見苦しい怪物が公に出る必要があるのか？」と秋元氏は述べた。
[
]",https://www.therisingwasabi.com/men-protesting-valentines-day-jp/,https://www.therisingwasabi.com/men-protesting-valentines-day-gives-mom-a-chance-to-clean-their-rooms/,Men Protesting Valentine’s Day Gives Mom A Chance To Clean Their Rooms,"Mothers of a group of angry protesters calling for an end to public displays of love were relieved to have them out of their rooms so they could do some cleaning.
Kakuhido, or the ‘Revolutionary Alliance of Men that Women find Unattractive’, marched through the streets of Shibuya holding a large sign saying “Smash Valentine’s Day” while their mothers grabbed the opportunity with both hands entering their rooms and “giving it a good scrub”.
“There was some dirty underwear behind the PlayStation that had been there since the year of the rat,” said the mother of Kakuhido’s public relations chief Takayuki Akimoto.
The group of losers shouted slogans against attractiveness as a symbol of value and being labeled as losers.
“It’s a conspiracy by people who think unattractive guys are inferior – like cuddling in public, it makes us feel bad. It’s unforgivable,” said Takayuki Akimoto.
At one point, the ‘Revolutionary Alliance of Men that Women find Unattractive’ passed by the ‘Revolutionary Alliance of Women that Men find Unattractive’ and they found each other to be a bunch of hideously repulsive creatures.
“I’m not sure that it’s totally necessary that those ugly beasts calling themselves women need to reveal themselves in public,” said Takayuki Akimoto.
[
]"
豊田真由子議員はハゲていない有権者にチラシを配る,"豊田真由子衆議院議員は「騒ぎが沈静化するまで世間の目から逃れる」という病気から回復し、今週選挙活動を再び再開した。
豊田議員は埼玉県にある３つの駅を訪れ、選挙カーから降りて、メガホンを使いながら爆音で演説し、 ツルッパゲでない人たちだけにチラシを配った。
政治専門家によると、豊田氏は「毛髪のフサフサした人」をターゲットに今回は活動すると言う。
「髪のボリュームの多い国民にしかチラシを配っていなかった」と髪に見捨てられそうなサラリーマン、柴原弦太は言う。
さらに、「彼女の凄く近くまで歩いて寄ってみたら、見て見ぬ振りをされた。」と弦太は言う。
豊田議員は来週も様々な駅前で髪に恵まれている人達に演説するつもりだ。
[
]
Image: ",https://www.therisingwasabi.com/mayuko-toyota-distributes-flyers-jp/,https://www.therisingwasabi.com/mayuko-toyota-distributes-flyers-to-constituents-who-arent-bald/,Mayuko Toyota Distributes Flyers To Constituents Who Aren’t Bald,"Lawmaker Mayuko Toyota has miraculously recovered in hospital from a serious bout of ‘needing-to-escape-from-the-public-eye-while-a-political-shitstorm-passes-by’ and has resumed campaigning for upcoming elections.
Toyota visited three train stations this week creating noise through a megaphone and handing out pamphlets to any constituent who wasn’t follically challenged.
Political experts say Toyota will now focus her energy towards people who don’t have a receding hairline.
“I only saw her hand out pamphlets to people who had a full head of hair,” said balding salaryman Genta Shibahara.
“I walked up close to her but she quickly turned the other way and pretended not to notice me.”
Toyota is scheduled to disturb another ten stations next week.
Image: "
新宿駅K27番出口を捜す男性が78日間、野生ベリーを食べて生き残る,"旅行のために来日していた外国人男性（３９）が、昨年末から78日間、新宿駅K２７番出口を捜しながら生き残るために野生のベリーを食べていたことが分かった。
報道によると、当初、米国出身のマイケル・レガートは最先端のGPSシステムを使い、品川のホテルから新宿駅のK27出口までの到着は簡単なものだと思ったという。
しかし、レガートは、およそ３ヶ月経っても目的地には到着せず、なけなしのお金でおにぎりを買い、人通りの少ない駅の中で育てられている野生のベリーを食べたりすることで、その日その日を過ごした。
品川のホテルから出発して、約２ヶ月が経ったころ、イノシシを見つけたことで久しぶりの肉を味わった。
「あのイノシシを数日かけて追いかけ、素手で捕まえ、斬り伏せたり首を絞めて絞殺した。」とレガートは述べた。
そしてイノシシを捕まえた後は、２２番ホームの近くにテントを張り、キャンプファイヤーでイノシシを串焼きにし、ミディアムレアで口にした。
「あれは滅多になかった良い夜だった。」とレガートは振り返った。
そして、観光ビザの在留期限が１週間を切ったところで、ようやく新宿駅のK２７出口を発見した。
[
]",https://www.therisingwasabi.com/man-survives-78-days-on-wild-berries-looking-for-shinjuku-jp/,https://www.therisingwasabi.com/man-survives-78-days-on-wild-berries-looking-for-shinjuku-station-exit-27k/,Man Survives 78 Days On Wild Berries Looking For Shinjuku Station Exit 27K,"A man who arrived in Japan late last year has been surviving on wild berries for the past 78 days looking for exit 27K in Shinjuku Station.
Michael Leggart was confident heading from his Shinagawa hotel to Shinjuku Station that he would be able to find his desired exit with a cutting edge GPS tracking device and several maps of Tokyo.
Nearly three months later Leggart has yet to find his destination and is barely surviving on onigiri bought with his last yen and any wild fruits he can find growing in the less frequented parts of the station.
Last week, Leggart had his first taste of meat since December after crossing paths with a wild boar.
“I tracked ‘old piggy’ for several days before catching the beast and strangling it with my bare hands,” said Leggart.
Leggart set up camp complete with an open fire just outside train track number 22, spit roasting the hog to a medium-rare consistency.
“That was one of the good nights,” said Leggart.
Leggart has found exits J and F and feels his goal is within arms reach.
“I’m starting to really feel the pinch now with my tourist visa expiring in a couple of weeks,” said Leggart.
[
]"
NHKどーもくんが「本気でボコボコにする」 最高裁初判断,"最高裁大法廷は水曜日、テレビを所有しているにも関わらずNHK受信料を未支払いの世帯に対して、どーもくんが金属バットで殴ることを認める初判断をした。
男性は、2011年にNHKから受信料支払いの通知書を受け取ったが、拒否し続け、NHKから受信料20万円の支払いを求められ、提訴された。
最高裁は、NHK側の主張を全面的に認め、さらに、どーもくんが一般家庭に金属バットをもって乱入することを認める判断もした。
裁判長は、被告の男性側に対し、月曜日までに全額を支払わなければ、どーもくんが金属バットを持って、自宅に押し掛ける可能性があると述べ、「どーもくんが本気でボコボコにする」と忠告した。
水曜日の判決後、コンビニエンスストアのゴミ箱には、多くのテレビが不法投棄されている。
訳：Yuki
Images: Flickr/
, ",https://www.therisingwasabi.com/supreme-court-rules-nhks-domo-kun-jp/,https://www.therisingwasabi.com/supreme-court-rules-nhks-domo-kun/,Supreme Court Rules NHK’s Domo-kun “Ain’t F***ing Around Anymore”,"The Supreme Court said Wednesday television owners who haven’t paid their NHK fees can be legally beaten with a baseball bat by Domo-kun.
The ruling was handed down in a lawsuit filed by NHK against a man who refused to respond to NHK’s request to pay fees in 2011.
The court ordered the man to pay ¥200,000 in broadcast receiving fees and has been told by NHK that he “may or may not” be receiving a visit from Domo-kun if he hasn’t paid in full by next Monday.
“Domo-kun ain’t f***ing around anymore,” said chief judge Harawanaito Kega.
“We’ve now given the green light for NHK to release him onto the general public with a titanium baseball bat.”
Since Wednesday’s ruling many gaijin have been seen dumping their television sets on top of konbini garbage bins.
Images: Flickr/
, 
[
]"
立候補者、人々に名前を知られたく選挙カーのスピーカーを改造,"東京都の立候補者は選挙カーの音量不足に困り、スピーカーが爆音を出せるよう改造して有権者を確保するというオリジナルの方式を思いついた。
下院議員候補者は動いている選挙カーでスピーチする事を禁じられているが、スピーカーの音量に規制は無いからだ。
「この作戦で私の名前は半径1km以内に居る人達全員に知れ渡るだろう」とアラフォーの立候補者は言う。
立候補者は単調な石焼き芋の歌もスピーカーから流し、彼の名前を石焼き芋の歌と提携させ,風味の良い、優しさ詰まった選挙運動を実行するつもりだ。
「選挙民が私の選挙カーとあの石焼き芋屋さんの懐かしいメロディーを無意識のうちに連携させれば、私もあのホクホクで甘くて美味しい石焼き芋屋さんの様に人々に好かれ、再選できる確率が上がるだろう」とアラフォーの彼は言う。
[
]",https://www.therisingwasabi.com/politician-connects-with-more-jp/,https://www.therisingwasabi.com/politician-connects-with-more-people-increases-speaker-volume/,"Politician Connects With More People, Increases Speaker Volume","An RDP candidate in Tokyo has implemented an original method of connecting with constituents by increasing the volume of his campaign car speakers.
Lower House candidates are banned from giving speeches while in a moving vehicle but there is no restriction on volume.
“I think my name is hitting at least 50 more eardrums per kilometer traveled,” said the middle-aged male RDP candidate.
The local RDP candidate also plans to play monotonous music on repeat in an attempt to link the tasty goodness of the sweet potato with his campaign.
“If voters confuse my sound car for a sweet potato van people may subconsciously link the two and, ipso facto, increase the likelihood of my re-election.”
[
]"
国民は今夜の結果発表を夢中になって見ている,"今夜、日本国民は全員、テレビの前で台風中継を夢中になって見ている。
「明日、台風で会社休みになってくれないかな」とサラリーマン、佐藤卓己は妻、なつみに19:48分頃言った。
「馬鹿じゃないの、あなたは家庭を支えなきゃ行けないんだから台風でも行きなさい！」と鬼嫁のなつみは言う。
しかし、最大風速40メートルの強い勢力を持った台風が上陸したら、傘をさす事など不可能だ。
「通勤中にビショビショになって会社入ったら怒られるからなー」と卓己は頭の中で思った。
「ウェットスーツを着てでもあなたは行きなさい」と画期的で斬新なアイデアをなつみは思いつき、卓己に言った。
嫁に逆らえない卓己は、プライドを捨ててでも明日ウェットスーツで会社にいつも通り通勤する決心した 。
[
]",https://www.therisingwasabi.com/japan-eagerly-awaits-results-jp/,https://www.therisingwasabi.com/japan-eagerly-awaits-results-of-typhoon/,Japan Eagerly Awaits Results Of Typhoon,"The whole of Japan has tuned in to their television sets this evening in anticipation of tomorrow’s typhoon results.
“I can’t wait to find out if I get Monday off,” says 54-year-old salaryman Takumi Sato.
“I just hope the politician I most despise, Abe Shinzo, has to work – given I voted for him.”
The majority of citizens who could be bothered going to the polls are expected to have voted for the LDP, either because Abe provides subsidies for their rice farms, they think Abe will protect them from Kim Jong-Un, or they are the type of person who prefers the same shit stuck to their shoes rather than stepping in a different pile of shit.
“After five years of Abe there are still nowhere near enough daycare centers, but I can understand how building a building and staffing them with staff can take a lot longer than five years,” says 45-year-old farmer Yuji Manabata.
“I’d definitely prefer to have the shit I already know wedged into the soles of my shoes,” says 46-year-old housewife Hana Wakabayashi.
Experts are forecasting a solid LDP victory allowing Abe to do whatever the hell he wants, which is mostly what the majority of the population doesn’t want, including restarting nuclear power plants, increasing taxes, not increasing company taxes, and revising the constitution.
[
]"
「寒いね」、今季最高回数を突破,"今朝、1日における「寒いね」の発言回数が、今季最高を記録した。午前8時19分、国民1人当たりが平均にして口にした「寒いね」の回数が7回を超えた。
「寒いね」現象は、「暑いね」現象にも似ており、あからさまな事実を述べているだけで、この異常気象を変える効果は一切ない。
「寒いね」の発言には、最初の「寒いね」より1オクターブ高い「そうですね」またはさらなる「寒いね」という返答が必ずされる。
「寒いね」発言は、今週同じように高い頻度で続く見通しで、来月以降も継続する見込み。
訳：Yuki",https://www.therisingwasabi.com/japan-samuine-peak-jp/,https://www.therisingwasabi.com/japan-reaches-samui-ne-peak/,Japan Reaches ‘Samui Ne’ Seasonal Peak,"The number of ‘samui ne’s spoken throughout Japan this morning reached a seasonal high peak.
The average number of ‘samui ne’s per citizen rose sharply to around seven at 8.19 a.m.
The ‘samui ne’ phenomenon, which shares similar characteristics to the ‘atsui ne’ phenomenon, of stating the bloody obvious does nothing to relieve the speaker of the effects of extreme weather conditions.
A ‘samui ne’ conversation invariably includes a ‘soudesune’ or a return ‘samui desune’, which often comes back at least one octave higher than the original ‘samui ne’.
‘Samui ne’s are expected to remain at high levels for the remainder of the week, and the next few months."
AKB48低投票率の中、急進的な立候補者が勝利,"の関心が低い中、それほど人気でもないチームJのメンバーが当選した。
選挙の結果、新当選者はAKB48憲法に強引な解釈変更を提案し、衝撃的な結末を迎える見通しだ。
新リーダーは、より攻撃的な立場をとり、敵のアイドルグループから守るために、平和主義的憲章を改正するとした。
提示された「
」によれば、集団的自衛権により
などの他の大人気アイドルグループと協力し、業界のバランスを脅かしている他の新アイドルグループを潰すことを認めることになる。
「戦争を拡大することで、平和をもたらす新法律である」とチームJの新当選者は述べた。
新リーダーは、多くのメンバーが攻撃的な戦略に反対しても、この急進的な法律を強行的に制定する予定だ。
 ",https://www.therisingwasabi.com/akb48-election-low-voter-turnout-sees-radical-japanese/,https://www.therisingwasabi.com/akb48-election-low-voter-turnout-sees-radical-member-sweep-to-power/,AKB48 Election Low Voter Turnout Sees Radical Member Sweep To Power,"A lack of interest in the 
 has seen a generally unpopular member from Team J claim victory.
The election result will cause shockwaves through the group with the newly elected member proposing extreme changes to the AKB constitution.
The new leader has pledged to take a more aggressive stance by amending the pacifist charter to defend itself against rival idol groups.
The proposed “
” law will permit 
 allowing AKB48 to unite with other popular idol groups such as 
 to stamp out smaller groups threatening their widespread domination.
The new leader intends to hurriedly force through the radical changes despite the majority of members being against the hard-line strategy."
【速報】夫が妻に夕食を作る,"日曜日の夜、都内在住の男性が、妻のために夕食を作ったことが分かった。
松田良太（47才）は、同日午後5時を回ったころ空腹を感じた。
本人の証言によると、台所にある米袋をみて「炊飯器に入れてみようか」とひらめいたとのこと。
すでに同日の早い時間に、松田さんの妻が魚を購入しており、すでに夕飯の準備は完了していた。
「何が起きたのか全く分からない。自分が自分ではないようだった」と松田さんは供述した。
その日、洗われないで炊かれた米と生魚が松田家の食卓に並んだ。
訳：Yuki
Image: Flickr/",https://www.therisingwasabi.com/husband-cooks-for-wife-jp/,https://www.therisingwasabi.com/breaking-news-husband-cooks-for-wife/,BREAKING NEWS: Husband Cooks For Wife,"A man in central Tokyo has reportedly cooked for his wife last Sunday night.
Ryota Matsuda, who is in his late forties, was starting to get peckish at around 5 p.m. when he saw a bag of rice sitting in the pantry.
“I saw the rice and I thought, hey, I can put that in the rice cooker,” said Matsuda.
There was no need for any extra effort of going to the store for dinner as Matsuda’s wife had bought some fish earlier in the day.
“I don’t know what got into me, I just wasn’t my normal self that day,” said Matsuda.
The Matsuda family’s sunday night meal consisted of unwashed rice and raw fish.
Image: Flickr/
[
]"
【速報】玄関の訪問者、NHKの可能性あり,"今朝、東京都内で玄関のインターフォンを押したのは、NHK職員である可能性があることが分かった。
訪問を受けたのは、典孝一家。典孝大輔さんは、家族に「静かに」と言い、テレビのリモートコントロールを掴み、皿洗いをしていた妻と2人の子供を、奥の部屋に連れて行った。
NHK職員に気づかれないように、テレビの緑の音量バーを1つずつ落としていたところ、ドアをたたく音がした。最初のベルから約15秒後のことだった。
大輔さんは、「宅急便じゃないよ。絶対にNHKだって。じゃなきゃ、例の宗教団体 の勧誘だよ」と妻にささやいた。
ようやく奥の部屋から出たのは、ドアのノックから10分後。郵便ポストを確かめたところ、「あなたの魂を救済します」と書かれたパンフレットが残されていた。
訳：Yuki
写: Flickr/
, 
 (edited TRW)",https://www.therisingwasabi.com/man-at-door-could-be-nhk-jp/,https://www.therisingwasabi.com/breaking-news-man-at-door-could-be-nhk/,BREAKING NEWS: Man At Door Could Be NHK,"An unknown person ringing the doorbell at a residence in Tokyo this morning may have been an NHK man.
“Everyone freeze… do not make a sound,” said father of two children Daisuke Noritaka.
Noritaka quickly seized the television remote control and gathered his wife, who was washing the dishes, and kids into the corner of one of the back rooms.
Noritaka carefully reduced the volume of the television one bar at a time, as a sudden change in noise levels may alert NHK man.
Around 15 seconds after the first doorbell, there was a solid knock on the door.
“It has to be NHK, they’re not yelling out postal delivery,” Noritaka whispered to his wife.
“Or maybe it’s one of those bloody Jehovah’s witnesses.”
The family remained huddled in the corner of the living room for ten minutes after the last knock had passed just to be safe.
The Noritakas later found a pamphlet in their mailbox informing brethron Daisuke that his soul still had time if it wanted to be saved.
Image: Flickr/
, 
 (edited TRW)
[
]"
政府「ビットコインが即位」の政令公布,"政府は金曜日、天皇陛下が平成31年4月30日に退位し、譲位翌日の5月1日にビットコインが新天皇に即位し、改元されることを発表した。
「天皇陛下の退位は約200年ぶりのことであり、憲政史上初めての事柄である。皇位の継承に向けて大きく前進したことに深い感慨を覚える」と安倍晋三首相は発表に際し語った。
この発表は、安倍首相、皇族、衆参両院議長や最高裁長官が参加した1時間ほどの皇室会議での意見を踏まえ決定された。
「新天皇は、ブロックチェーンか何かのデジタル・ウォレットになる。誰もブロックチェーンやデジタル・ウォレットが何かは知らないが、即位される5月1日には相当価値が上がるだろう」と安倍首相は発言した。
新天皇は、初めて中央銀行や管理者を使用しない分散型の天皇になる。
訳：Yuki
写：",https://www.therisingwasabi.com/japan-says-it-will-replace-emperor-with-bitcoin-jp/,https://www.therisingwasabi.com/japan-says-it-will-replace-emperor-with-bitcoin/,Japan Says It Will Replace Emperor With Bitcoin,"Japan announced on Friday Emperor Akihito will abdicate on April 30, 2019 with Bitcoin ascending to the throne the next day, bringing Japan’s Heisei era to an end.
“It has been about 200 years since an emperor has abdicated and the first time in the constitutional era,” said Mr Abe as he announced the date.  “I’m moved by this smooth advance towards an imperial succession and the welcoming of a new crypto emperor.”
The decision was finalized after a one-hour meeting at the imperial palace between Prime Minister Shinzo Abe, senior royals, the heads of both houses of parliament and a justice of the Supreme Court.
“The new emperor will be placed in a digital wallet using some kind of blockchain,” said Abe.
“No one knows what a blockchain is, or a digital wallet, but what we do know is it will be worth a whole lot more the day after taking the throne on May 1, 2019.”
The new emperor will be the first ever decentralized emperor working without a central bank or single administrator.
Image: 
[
]"
男性、同居の義母に餅のおかわりを勧める,"新年を祝う家族が、おばあちゃんに餅のおかわりをしつこく勧めたことが分かった。
根本大吾（58）さんは「おばあちゃん、本当にお腹いっぱい？」と同居している義母の雅子さんに聞いた。
それに対し雅子さんは、十分食べたと答えた。
根本さんは「今年の餅は大きい杵でよくつかれているから、もっと食べたほうが良い」と再度勧めた。
雅子さんは、根本さんが紙皿に取り分けた5つの大きな餅をすでに完食しており、もう食べれないと断った。
「残ったら捨てることになっちゃうよ、おばあちゃん。もったいないな」と根本さんはさらに言った。
翻訳: Yuki
Image: Flickr/
[
]",https://www.therisingwasabi.com/son-in-law-encourages-resident-obaachan-to-have-a-bit-more-mochi-jp/,https://www.therisingwasabi.com/son-in-law-encourages-resident-obaachan-to-have-a-bit-more-mochi/,Son-in-law Encourages Resident Obaachan To Have A Bit More Mochi,"A family celebrating the coming of the New Year have insisted Obaachan have just a little more mochi.
“Are you sure you’ve had enough, grandma?” asked 58-year-old son-in-law Daigo Nemoto.
“Yes, dear,” replied Obaachan Masako.
“This year’s batch is especially well beaten with a large mallet, I think you should definitely have some more baachan,” Daigo persisted.
Obaachan Masako refused to have any more mochi as she had already eaten five large pieces Daigo originally put on her paper plate.
“We’re going to have to throw the rest out obaachan – mottainai na.”
Image: Flickr/
[
]"
米ユーチューバー、吊るし照明で顔の骨格を美しく照らした謝罪動画を投稿,"米国ユーチューバーのローガン・ポール氏は、謝罪動画を再び投稿した。また、柔らかい光を演出するために吊るし照明を使用したことも分かった。
ポール氏は、吊るし照明を使った柔らかい光のもと動画を撮影し、深い骨格を際立てながら謝罪をした。
動画には約2分の貴重な広告が含まれていた。
すでに3,000万回以上再生されている動画でポール氏は「再生中に出てくるユーチューブ広告を尊重せず申し訳ない」と謝罪した。
また、背景をぼかし自分の美しい金髪を際立たせたことは謝罪しないとコメントした。
翻訳: Yuki
写: YouTube/
[
]",https://www.therisingwasabi.com/american-blogger-uses-hanging-lamp-jp/,https://www.therisingwasabi.com/american-blogger-uses-hanging-lamp-light-to-achieve-perfect-apology-video-facial-bone-structure/,American Blogger Uses Hanging Lamp Light To Achieve Perfect Apology Video Facial Bone Structure,"American blogger Logan Paul has appeared in another apology video exploiting a hanging lampshade to achieve an incredible soft glow.
Paul filmed himself under the exquisitely soft light allowing him to deliver a sincere apology with razor sharp cheekbones.
The heartfelt video consisted of almost two minutes of valuable advertising content.
Paul said he is sorry for “disrespecting all those YouTube advertisements that will pop up in this video”, which has hit over 30 million views.
“But I’m not sorry for blurring the background to accentuate my gorgeous blonde flowing locks,” says Paul.
Image: YouTube/
[
]"
過労のサラリーマン、3日前に死亡したことに気づかず,"3日前に死亡した都内の会計事務所勤務の男性が、まだ出勤していることが本日分かった。
過労死したのは、上田良太さん（３８）。同僚によると、上田さんはいつも一番に出勤し、最後に退勤していた。
同僚の一人は「山本株式会社の案件の締切が近づいていて、本人は先週の金曜日に亡くなったことに気付いてないのだろう」と語っている。
他の同僚は、「上田さんが離席しているのを見たことがない。仕事とエルゴノミック・キーボードが彼の人生だった」と話す。
事業本部長は、お悔やみの意を示すとともに、山本株式会社の案件の進捗は思わしくないと述べた。
部長は記者団に対し、「亡くなることをあらかじめ知らせてくれれば、この案件を他の人に回すことができた。 」と90度のお辞儀をした後に述べた。
訳：Yuki
[
]",https://www.therisingwasabi.com/salaryman-too-overworked-to-realize-jp/,https://www.therisingwasabi.com/salaryman-too-overworked-to-realize-he-died-3-days-ago/,Salaryman Too Overworked To Realize He Died 3 Days Ago,"A Japanese salaryman working for an accounting firm in Tokyo has been found still working at his desk despite passing away late last week.
“He was just so busy finishing the Yamamoto File that he didn’t have time to fully comprehend that he’d actually passed away last Friday,” said one work colleague.
Employees at the accounting firm said that Ryota Takahiro was “always first to arrive at the office and always last to leave”.
“I never saw him leave his desk – he was upheld as a model employee married to his job and his ergonomic keyboard,” said another colleague.
The chief manager of the accounting company expressed his condolences towards the employee’s family but says the quality of the Yamamoto File was well below par.
“He should have given us some sort of sign that he’d passed on so we could have given the Yamamoto File to someone else not just running on muscle memory,” the chief manager told reporters after delivering a 90-degree apology bow.
[
]"
カラオケ研究結果：多くの歌をグループのたった１人が歌う,"パーティー団の中の１人は、社会的に容認できる平均１９％を超える歌を歌うと８日、不穏なカラオケ研究報告が公表された。
この研究は団体の大きさとたった１人の歌う確率の正の相関をさらに明らかにした。マイク泥棒と言われるこのたった１人が、他の思いやりの参加者の負担でよけいに熱唱する―飲み放題プランだとマイク泥棒が特に周りの人が気づかないと計算する。
「昨晩、５人組でカラオケに行って、歌を入れようとしたけど、もう１３曲が入っていた。さすが、マイク泥棒だなと思った」と匿名を希望するカラオケ好きな人が言った。
マイク泥棒はそこそこの声域を持つが、声がそこまで上手ではなく本当の歌う技術より自信を持つ態度を表す。
研究によるとマイク泥棒が口伝のカラオケ規則書を無視し、過大に曲を入れるため、他の人より練習を積むことで下手から平凡な歌手になる。
マイク泥棒が歌いながら立ち、歌の感動するところに目を閉じる特質があり、非常に分かりやすい人物である。",https://www.therisingwasabi.com/karaoke-study-finds-high-frequency-japanese/,https://www.therisingwasabi.com/karaoke-study-finds-high-frequency-of-songs-sung-by-one-person-in-the-group/,Study Finds High Frequency Of Karaoke Songs Sung By One Person In The Group,"A disturbing karaoke report released Sunday has found one individual out of the whole group sings an average of 19% more songs than is socially acceptable.
The study also revealed a positive correlation between group size and the average song frequency of a single karaoke partygoer. This individual, generally known as the ‘Mic Hog’, will excessively belt out a tune at the expense of other more considerate participants. The Mic Hog will often feel they can avoid detection especially if the party group has opted for the all-you-can-drink (
) plan.
“Last night at a 5-person karaoke session I tried to enter a song and there was already 13 songs listed – I knew immediately who was responsible,” one karaoke partygoer said who wishes to remain anonymous.
The Mic Hog exhibits a decent vocal range, however has a less than impressive voice and is habitually overconfident in their own singing abilities.
The study found that the Mic Hog’s excessive song entries, with blatant disregard to the unwritten karaoke rules, gives them the required practice to fine tune their vocals from bad to mediocre.
The Mic Hog is readily discernable, often standing while singing and closing their eyes at emotional points in a song."
超ダーク・マスク、薬局で新発売,"マツモトキヨシホールディングスが新発売した超ダーク・マスクが、若い女性たちの間で人気を集めている。
人気の理由は、ダークサイドに堕ち、公共の場で顔を隠す事によって力を感じられることが挙げられる。
八田春香(35)さんは「顔が一切見えないから超ダーク・マスクが大好き」と言う。
一部の男性は、マスクを使用している女性がすっぴんで外出していることを指摘し「みっともない」と不快に感じている。
会社員の田中守(58)さんは「最近の女性は目の周りしか化粧しない人もいるのに、このマスクでは化粧していなくても分からない。とても失礼だ」と言う。
超ダーク・マスクの価格は1,499円(税抜き)。
翻訳: Yuki
Image: Flickr/
[
]",https://www.therisingwasabi.com/japanese-pharmacy-introduces-new-ultra-dark-surgical-mask-jp/,https://www.therisingwasabi.com/japanese-pharmacy-introduces-new-ultra-dark-surgical-mask/,Japanese Pharmacy Introduces New Ultra Dark Surgical Mask,"The new ultra dark surgical mask released by the Matsumoto Kiyoshi drug store group has become a popular hit amongst young women in Japan.
Women say by turning to the dark side they are becoming more empowered by hiding themselves in public.
“I love my ultra dark mask because you can’t see a single part of my face,” says 35-year-old office lady Sekuhara Hetta.
Some men are outraged at the masks saying it’s disgraceful that these women “aren’t applying makeup before leaving their homes”.
“It’s bad enough that some women only use cosmetics around their eyes, now they are going to get away with zero makeup, it’s highly offensive,” says 58-year-old salaryman Mamoru Danseiyuetsu.
The ultra dark surgical mask is priced at ¥1,499.
[
]
Image: Flickr/"
